CustomerID,Recency,Frequency,Monetary
13253,399,6,15332.43
13254,410,6,15372.89
13255,210,12,23234.65
13256,187,13,26260.510000000002
13257,206,9,23178.629999999997
13258,198,10,19513.25
13259,224,14,25586.58
13260,321,8,16686.32
13261,273,6,13127.93
13262,278,5,354.49
13263,359,12,33518.84
13264,266,8,16743.780000000002
13265,237,8,16730.52
13266,467,2,66.14
13267,175,8,353.4
13268,300,12,1044.48
13269,217,4,10121.16
13270,276,5,13232.05
13271,288,1,2563.58
13272,244,3,270.03000000000003
13273,412,4,10618.44
13274,417,6,15929.25
13275,505,1,24.28
13276,208,1,24.28
13277,425,3,7531.12
13278,421,4,10356.539999999999
13279,403,4,10207.349999999999
13280,423,4,10290.24
13281,171,1,24.28
13282,215,2,125.9
13283,410,3,7531.12
13284,363,5,13160.0
13285,247,11,1036.91
13286,400,4,10151.039999999999
13287,409,2,5263.48
13288,405,6,15626.07
13289,166,6,167.35000000000002
13290,226,8,355.41999999999996
13291,401,3,270.03000000000003
13292,400,3,7487.599999999999
13293,345,1,24.28
13294,267,4,384.28
13295,158,2,159.04
13296,460,1,24.28
13297,339,1,24.28
13298,408,3,7559.86
13299,424,6,15915.4
13300,304,4,203.08
13301,288,3,221.96999999999997
13302,486,2,125.9
13303,297,6,182.04
13304,403,5,13155.380000000001
13305,422,2,159.04
13306,196,2,159.04
13307,391,3,270.03000000000003
13308,429,2,66.14
13309,437,1,24.28
13310,474,2,66.14
13311,187,2,66.14
13312,343,3,268.38
13313,474,2,170.1
13314,409,6,16020.3
13315,422,4,10233.900000000001
13316,415,5,12996.380000000001
13317,219,2,125.9
13318,270,12,710.2199999999999
13319,405,6,16034.97
13320,489,1,24.28
13321,182,4,318.0
13322,417,2,188.9
13323,199,2,313.76
13324,417,6,15367.92
13325,399,4,10290.24
13326,406,3,7559.88
13327,345,2,68.44
13328,358,6,15607.050000000001
13329,403,5,13148.58
13330,293,6,287.15999999999997
13331,353,3,218.64
13332,256,2,125.9
13333,279,1,24.28
13334,334,4,318.0
13335,212,2,159.04
13336,448,3,354.57
13337,389,2,399.96
13338,155,5,673.7
13339,506,2,68.44
13340,406,5,12863.740000000002
13341,500,2,313.76
13342,235,3,106.80000000000001
13343,341,6,15647.670000000002
13344,424,3,268.38
13345,356,6,15916.5
13346,424,3,7531.12
13347,390,2,159.04
13348,403,6,15855.52
13349,502,1,24.28
13350,153,7,379.4
13351,418,2,4946.58
13352,374,2,125.9
13353,242,6,15482.42
13354,417,3,7531.12
13355,398,4,10290.27
13356,257,2,68.44
13357,219,5,12851.82
13358,283,5,13187.8
13359,235,4,10553.16
13360,511,2,125.9
13361,234,3,7832.120000000001
13362,219,2,4946.58
13363,487,2,159.04
13364,411,2,125.9
13365,292,2,53.62
13366,362,4,10495.36
13367,423,4,10151.039999999999
13368,247,2,159.04
13369,399,4,10440.35
13370,224,2,5149.26
13371,328,2,159.04
13372,511,2,170.1
13373,456,4,318.0
13374,260,2,125.9
13375,209,2,159.04
13376,277,2,68.44
13377,425,1,2563.58
13378,424,6,15344.27
13379,348,2,53.62
13380,224,4,10579.52
13381,341,2,159.04
13382,403,4,10181.82
13383,239,3,7559.86
13384,222,4,10339.95
13385,229,6,15487.92
13386,271,3,281.64
13387,240,4,10330.72
13388,482,3,354.57
13389,212,4,512.48
13390,182,5,552.1500000000001
13391,271,3,7974.12
13392,233,2,125.9
13393,416,3,7796.73
13394,414,4,10249.8
13395,347,1,24.28
13396,397,4,10441.2
13397,230,6,15891.66
13398,221,2,5132.22
13399,234,1,2535.96
13400,235,6,15598.42
13401,221,3,7904.42
13402,244,3,7893.34
13403,412,4,10356.539999999999
13404,399,7,18028.11
13405,341,11,30414.24
13406,225,9,17417.8
13407,401,8,21096.79
13408,399,8,20536.41
13409,251,5,601.9
13410,388,2,33.1
13411,396,5,12782.07
13412,192,4,130.14
13413,242,2,125.9
13414,420,1,2563.58
13415,400,3,7710.539999999999
13416,477,3,354.57
13417,424,4,10475.24
13418,320,4,10537.36
13419,422,2,4946.58
13420,422,3,7904.4
13421,429,2,53.62
13422,410,3,270.03000000000003
13423,154,8,647.14
13424,402,5,13148.58
13425,401,4,10546.369999999999
13426,417,3,7531.12
13427,405,1,2535.96
13428,415,2,5120.5
13429,384,4,10384.74
13430,465,2,68.44
13431,382,6,15731.02
13432,460,2,125.9
13433,385,4,10207.349999999999
13434,260,2,5204.52
13435,379,5,13285.66
13436,391,3,7531.12
13437,485,3,268.38
13438,384,2,4974.2
13439,408,2,125.9
13440,328,5,13279.33
13441,213,2,102.68
13442,375,4,10098.960000000001
13443,383,3,7615.12
13444,352,2,125.9
13445,228,2,167.88
13446,376,3,7615.14
13447,378,4,10207.349999999999
13448,394,1,24.28
13449,382,5,12775.34
13450,388,3,7849.139999999999
13451,255,1,24.28
13452,395,5,13117.58
13453,378,5,12996.380000000001
13454,381,3,7771.200000000001
13455,385,3,7789.98
13456,396,5,13022.779999999999
13457,329,2,125.9
13458,508,4,198.48
13459,231,2,125.9
13460,329,4,10485.48
13461,380,2,4946.58
13462,207,5,12914.5
13463,229,3,354.57
13464,379,2,4974.2
13465,221,2,167.88
13466,196,6,376.08
13467,416,1,24.28
13468,376,6,15919.019999999999
13469,165,2,159.04
13470,192,2,125.9
13471,406,2,68.44
13472,371,4,11133.88
13473,386,4,10249.8
13474,252,14,1539.15
13475,202,2,125.9
13476,378,2,167.88
13477,368,3,7559.86
13478,391,5,13550.859999999999
13479,311,2,167.88
13480,406,3,270.03000000000003
13481,171,2,68.44
13482,205,4,10098.960000000001
13483,344,2,125.9
13484,392,5,13175.14
13485,500,3,122.52000000000001
13486,301,7,631.3299999999999
13487,376,4,10207.349999999999
13488,383,2,313.76
13489,371,3,7776.879999999999
13490,476,2,125.9
13491,168,9,792.4399999999999
13492,369,5,12660.419999999998
13493,432,4,108.18
13494,408,2,88.34
13495,438,5,175.54
13496,439,2,80.86
13497,491,2,88.34
13498,315,3,331.77
13499,502,2,295.0
13500,222,2,88.34
13501,409,2,88.34
13502,316,2,121.5
13503,404,5,263.81
13504,194,5,14318.699999999999
13505,336,7,489.23
13506,270,2,273.98
13507,431,3,65.13
13508,511,3,427.53
13509,388,4,108.18
13510,513,2,208.8
13511,196,5,14712.06
13512,328,1,77.33
13513,208,4,11710.96
13514,209,5,14539.74
13515,185,5,14429.22
13516,318,3,65.13
13517,240,9,18252.57
13518,199,4,4217.64
13519,547,2,4964.15
13520,489,4,10509.9
13521,512,2,4988.8099999999995
13522,370,2,66.27
13523,369,4,145.60999999999999
13524,440,4,10434.93
13525,406,6,16299.26
13526,377,3,7766.03
13527,351,4,10485.24
13528,315,5,13160.43
13529,323,5,13530.91
13530,289,3,617.49
13531,298,1,77.33
13532,278,2,16.08
13533,204,6,457.26
13534,210,6,285.84000000000003
13535,254,6,228.54
13536,191,5,14539.74
13537,190,5,14261.18
13538,208,3,9103.22
13539,244,4,239.65999999999997
13540,338,9,21085.34
13541,365,9,21086.5
13542,209,4,11793.85
13543,188,5,14318.699999999999
13544,225,6,359.46
13545,200,3,9103.22
13546,200,4,11710.96
13547,272,5,240.71
13548,185,3,9103.22
13549,425,2,208.8
13550,466,1,77.33
13551,242,5,10162.369999999999
13552,196,4,11725.18
13553,224,4,8751.81
13554,240,4,8835.81
13555,271,9,16799.260000000002
13556,224,7,11706.42
13557,339,4,10151.94
13558,229,6,15078.9
13559,363,7,11757.22
13560,310,5,12291.08
13561,361,4,10035.45
13562,360,2,4827.83
13563,326,5,14429.18
13564,208,6,16959.53
13565,191,4,10431.38
13566,372,2,30.88
13567,190,4,11768.35
13568,497,2,265.14
13569,395,3,162.32999999999998
13570,184,5,14429.18
13571,518,3,478.89
13572,203,4,11800.449999999999
13573,413,2,265.14
13574,516,2,88.34
13575,331,13,34508.67
13576,374,7,19810.82
13577,318,11,29444.5
13578,166,2,99.4
13579,224,10,14363.89
13580,185,7,12147.1
13581,386,8,22574.440000000002
13582,306,4,238.55999999999997
13583,389,8,22524.489999999998
13584,339,7,19945.62
13585,346,6,17159.829999999998
13586,194,4,304.86
13587,245,3,260.15999999999997
13588,226,2,33.1
13589,314,3,260.15999999999997
13590,343,6,17052.74
13591,355,9,25186.6
13592,323,7,18727.64
13593,197,3,165.63
13594,337,2,99.4
13595,319,9,23635.260000000002
13596,505,1,11.03
13597,315,4,260.6
13598,266,3,165.63
13599,273,5,153.31
13600,362,11,30926.88
13601,178,2,99.4
13602,365,8,22443.75
13603,385,6,443.97
13604,162,8,980.7399999999999
13605,333,7,18662.5
13606,185,6,13111.369999999999
13607,203,5,10333.7
13608,261,3,237.27
13609,225,4,305.96000000000004
13610,466,2,99.4
13611,176,3,128.88
13612,186,5,240.71
13613,363,4,146.39
13614,257,5,243.6
13615,250,5,315.86
13616,235,8,20985.03
13617,161,5,285.97
13618,214,4,10146.33
13619,220,8,20728.79
13620,229,7,18129.57
13621,294,6,481.51
13622,241,7,18251.809999999998
13623,194,6,242.92
13624,173,4,197.7
13625,244,6,15854.769999999999
13626,229,9,23650.21
13627,222,6,414.88
13628,277,6,325.69
13629,223,7,18324.19
13630,210,8,20631.36
13631,191,8,20689.010000000002
13632,195,5,12964.46
13633,201,6,15373.88
13634,188,7,611.88
13635,186,7,449.93999999999994
13636,213,5,12809.23
13637,190,6,15554.21
13638,204,7,18059.05
13639,374,5,352.37
13640,236,5,193.09
13641,388,6,579.4399999999999
13642,411,3,121.47
13643,210,6,15317.99
13644,189,5,13050.65
13645,196,8,20689.010000000002
13646,207,8,20879.76
13647,191,5,12721.95
13648,190,5,12687.349999999999
13649,197,7,18028.15
13650,184,5,12639.06
13651,192,7,17970.65
13652,418,2,68.44
13653,390,5,12864.900000000001
13654,357,2,125.9
13655,236,1,24.28
13656,351,2,125.9
13657,389,5,13201.58
13658,372,4,10471.1
13659,390,3,218.64
13660,320,6,15746.25
13661,328,4,11694.4
13662,529,3,4265.86
13663,513,3,50.46
13664,247,6,896.1800000000001
13665,167,5,261.72999999999996
13666,207,3,9086.2
13667,499,3,4221.66
13668,205,5,243.6
13669,163,5,277.86
13670,210,5,367.28000000000003
13671,153,4,597.68
13672,368,2,265.14
13673,225,2,208.8
13674,421,3,492.15000000000003
13675,234,8,1078.68
13676,314,4,156.23000000000002
13677,177,2,88.34
13678,312,3,9158.48
13679,333,3,9158.5
13680,328,5,14429.22
13681,272,3,248.54999999999998
13682,382,3,50.46
13683,260,3,298.23
13684,213,2,88.34
13685,309,9,18900.35
13686,297,4,9799.36
13687,306,2,6489.9400000000005
13688,366,2,60.28
13689,310,2,6517.5599999999995
13690,236,6,12103.64
13691,306,5,14555.18
13692,250,1,27.61
13693,207,6,12145.6
13694,273,5,312.35
13695,377,1,38.67
13696,494,3,162.32999999999998
13697,303,7,15557.16
13698,495,3,106.94999999999999
13699,258,2,167.88
13700,186,4,10181.82
13701,163,10,504.95
13702,208,3,7487.599999999999
13703,420,3,248.54999999999998
13704,388,4,4250.34
13705,311,3,3970.6000000000004
13706,214,4,10330.72
13707,158,9,528.3100000000001
13708,171,9,430.95
13709,231,3,7731.48
13710,243,3,7761.93
13711,226,3,7891.23
13712,195,3,7542.84
13713,192,5,13241.42
13714,325,5,5307.5
13715,289,4,4389.54
13716,285,5,5506.42
13717,409,3,248.54999999999998
13718,280,3,4067.84
13719,400,2,2496.14
13720,290,2,2553.6
13721,273,5,5084.54
13722,256,6,6343.35
13723,241,3,248.54999999999998
13724,204,2,4946.58
13725,192,4,10204.05
13726,199,4,10098.960000000001
13727,202,3,268.38
13728,186,6,16161.25
13729,212,5,13486.74
13730,197,5,12972.02
13731,158,1,24.28
13732,309,5,272.81
13733,207,4,10273.650000000001
13734,208,6,15344.27
13735,184,4,10151.039999999999
13736,193,3,7487.599999999999
13737,364,4,173.48
13738,165,1,24.28
13739,310,2,159.04
13740,305,2,125.9
13741,538,2,3260.8999999999996
13742,520,5,5976.46
13743,235,2,5193.44
13744,523,3,4128.76
13745,537,5,6410.3
13746,523,5,6265.74
13747,526,4,5274.66
13748,436,2,159.04
13749,371,1,24.28
13750,387,2,159.04
13751,185,9,787.53
13752,320,2,53.62
13753,153,3,281.49
13754,194,2,125.9
13755,209,4,203.08
13756,373,13,1099.34
13757,328,3,288.27
13758,195,10,877.76
13759,453,4,444.0
13760,178,11,615.28
13761,371,2,102.68
13762,176,12,797.1
13763,293,2,68.44
13764,470,3,248.54999999999998
13765,184,5,11852.1
13766,486,3,4221.66
13767,199,5,14261.18
13768,233,4,8183.04
13769,220,5,8828.380000000001
13770,269,5,12208.19
13771,258,10,19654.49
13772,283,3,9147.42
13773,355,3,140.13
13774,541,4,6653.92
13775,193,3,228.63
13776,471,4,155.94
13777,185,7,17023.379999999997
13778,521,3,5765.02
13779,438,6,7280.57
13780,218,2,131.46
13781,377,5,320.29
13782,258,9,16921.899999999998
13783,295,4,11833.6
13784,189,4,9285.220000000001
13785,378,8,587.13
13786,330,1,5.51
13787,410,2,132.54
13788,255,7,996.78
13789,539,3,5765.02
13790,512,3,5765.02
13791,293,6,357.48
13792,190,7,14828.54
13793,454,3,4265.86
13794,200,9,20015.3
13795,484,3,5676.62
13796,241,2,88.34
13797,182,2,16.08
13798,176,6,451.98
13799,449,4,5156.97
13800,411,3,4510.9400000000005
13801,405,3,4510.9400000000005
13802,493,5,439.0
13803,322,3,617.49
13804,181,2,60.28
13805,397,2,64.04
13806,398,7,8337.42
13807,454,3,6005.9400000000005
13808,403,4,6700.33
13809,438,4,503.68
13810,193,3,177.24
13811,367,3,4221.66
13812,393,3,4510.9400000000005
13813,484,3,248.54999999999998
13814,443,7,898.44
13815,275,6,431.15999999999997
13816,304,9,1578.18
13817,382,1,38.67
13818,515,2,88.36
13819,373,1,38.67
13820,279,3,9103.24
13821,293,5,14395.18
13822,256,7,15699.880000000001
13823,228,5,9219.3
13824,253,1,5.51
13825,309,2,82.4
13826,236,3,162.32999999999998
13827,348,2,65.14
13828,242,3,551.1899999999999
13829,421,4,6611.83
13830,172,6,943.29
13831,481,1,38.67
13832,467,2,53.62
13833,224,3,354.57
13834,233,1,24.28
13835,306,3,122.52000000000001
13836,371,4,6611.83
13837,230,3,298.23
13838,188,6,465.9
13839,376,3,4466.74
13840,337,4,5156.97
13841,256,4,8150.4
13842,374,4,6693.67
13843,476,2,68.44
13844,393,3,5672.12
13845,279,4,11707.66
13846,287,3,9158.48
13847,301,4,11611.51
13848,506,4,271.6
13849,536,4,5403.99
13850,392,2,125.9
13851,231,4,10307.2
13852,214,1,2535.96
13853,199,2,5149.24
13854,506,4,5366.69
13855,489,5,6450.299999999999
13856,499,4,5064.12
13857,202,4,203.08
13858,324,4,318.0
13859,188,1,24.28
13860,162,8,282.37
13861,335,1,24.28
13862,498,3,4188.52
13863,295,2,159.04
13864,359,1,24.28
13865,387,4,10207.349999999999
13866,388,7,18706.800000000003
13867,394,2,125.9
13868,463,2,68.44
13869,240,1,24.28
13870,495,3,4555.14
13871,492,5,6295.62
13872,514,2,399.96
13873,382,3,7832.120000000001
13874,341,2,170.1
13875,157,2,53.62
13876,354,1,24.28
13877,488,4,5223.2699999999995
13878,197,3,7846.469999999999
13879,295,1,24.28
13880,358,2,159.04
13881,307,2,159.04
13882,510,5,6410.3
13883,516,3,4265.86
13884,504,6,7170.07
13885,393,5,13314.3
13886,375,3,7615.12
13887,384,2,5263.48
13888,244,1,24.28
13889,490,5,6399.46
13890,469,4,5064.12
13891,419,2,188.9
13892,484,3,4265.86
13893,376,1,24.28
13894,379,6,15777.2
13895,394,4,10290.24
13896,389,4,10431.38
13897,386,3,7531.12
13898,385,6,15915.35
13899,443,1,24.28
13900,437,1,24.28
13901,384,3,221.96999999999997
13902,353,1,24.28
13903,394,3,7559.86
13904,370,2,4974.2
13905,366,4,10257.09
13906,464,3,4265.86
13907,392,3,7747.74
13908,317,5,13233.84
13909,300,6,15710.84
13910,382,5,12775.34
13911,369,4,10257.09
13912,396,4,10255.41
13913,357,3,354.57
13914,430,2,159.04
13915,485,4,5274.66
13916,198,2,5204.5
13917,486,5,6410.3
13918,196,5,13248.65
13919,177,2,188.9
13920,244,12,884.97
13921,269,2,125.9
13922,228,2,125.9
13923,446,2,125.9
13924,367,2,66.14
13925,479,3,4418.04
13926,421,2,125.9
13927,467,3,4265.86
13928,201,2,188.9
13929,154,2,170.1
13930,245,3,465.63
13931,336,1,24.28
13932,236,1,24.28
13933,489,2,125.9
13934,206,2,68.44
13935,485,2,125.9
13936,234,8,779.84
13937,329,2,188.9
13938,470,6,7324.82
13939,478,5,6399.46
13940,326,2,188.9
13941,193,11,1045.78
13942,480,2,125.9
13943,299,3,122.52000000000001
13944,175,10,508.64000000000004
13945,472,2,125.9
13946,167,1,24.28
13947,369,5,13122.380000000001
13948,377,4,10301.849999999999
13949,366,4,10257.09
13950,276,2,53.62
13951,277,2,125.9
13952,272,4,162.18
13953,193,6,15533.099999999999
13954,269,4,229.20999999999998
13955,197,8,20879.989999999998
13956,252,4,162.18
13957,191,5,10187.029999999999
13958,209,5,12872.76
13959,202,8,20817.42
13960,189,7,18374.05
13961,165,5,439.51
13962,161,5,232.98999999999998
13963,168,5,379.97
13964,195,5,12753.31
13965,192,9,23509.190000000002
13966,186,8,20799.53
13967,184,8,17089.920000000002
13968,190,9,16036.31
13969,201,3,115.50999999999999
13970,202,5,12859.07
13971,188,6,15254.64
13972,187,3,115.50999999999999
13973,203,7,10860.43
13974,211,7,14524.05
13975,194,5,9092.289999999999
13976,380,3,7559.86
13977,372,6,15657.2
13978,373,5,13007.1
13979,459,3,4555.14
13980,435,2,125.9
13981,345,5,313.4
13982,237,2,66.27
13983,339,8,1163.42
13984,478,3,4555.14
13985,434,2,68.44
13986,464,4,4067.3199999999997
13987,188,2,5149.26
13988,271,10,570.12
13989,468,2,102.68
13990,461,4,4067.3199999999997
13991,240,2,188.9
13992,444,4,3763.33
13993,450,3,2883.38
13994,293,4,10434.93
13995,225,3,104.89999999999999
13996,365,4,142.31
13997,187,5,13404.869999999999
13998,251,6,812.97
13999,373,2,3641.44
14000,338,3,281.49
14001,326,3,354.57
14002,472,2,188.9
14003,273,5,3664.48
14004,308,2,125.9
14005,394,5,11355.279999999999
14006,393,2,3641.44
14007,538,2,4168.5
14008,340,3,102.7
14009,238,3,102.7
14010,488,4,8222.64
14011,502,4,8124.84
14012,206,7,14693.93
14013,200,5,495.93999999999994
14014,240,3,98.94
14015,250,2,66.27
14016,298,5,338.20000000000005
14017,456,4,3918.13
14018,248,4,156.49
14019,177,3,108.47
14020,202,5,12809.23
14021,416,1,24.28
14022,237,6,4798.68
14023,192,3,2376.1800000000003
14024,451,5,5094.32
14025,207,6,4342.780000000001
14026,203,4,3058.87
14027,327,1,24.28
14028,346,4,406.4
14029,153,2,125.9
14030,202,5,12972.15
14031,202,8,21402.170000000002
14032,194,8,20723.43
14033,197,5,12925.23
14034,203,5,294.99
14035,338,3,218.64
14036,454,3,2960.7200000000003
14037,433,5,5076.639999999999
14038,195,6,15432.529999999999
14039,207,6,15367.349999999999
14040,383,2,70.64
14041,297,5,13129.59
14042,200,1,24.28
14043,482,2,125.9
14044,391,4,8919.85
14045,187,5,12758.369999999999
14046,318,5,10187.029999999999
14047,321,5,10183.27
14048,204,5,10766.73
14049,192,9,16517.989999999998
14050,330,5,10198.09
14051,322,6,10298.99
14052,390,4,190.62
14053,507,4,190.62
14054,157,5,721.88
14055,184,6,11804.33
14056,163,4,229.20999999999998
14057,161,4,270.6
14058,331,7,13040.369999999999
14059,361,5,271.55
14060,249,3,164.57
14061,457,4,162.18
14062,318,5,10217.63
14063,332,5,10255.57
14064,315,8,16860.899999999998
14065,324,4,8763.53
14066,325,8,8284.119999999999
14067,318,4,270.6
14068,315,3,115.50999999999999
14069,188,6,740.03
14070,322,4,7589.969999999999
14071,334,5,8967.68
14072,316,2,82.84
14073,252,7,650.24
14074,399,3,96.30000000000001
14075,433,2,125.9
14076,423,2,159.04
14077,254,8,447.98
14078,528,2,1855.24
14079,155,11,700.0699999999999
14080,450,4,3918.13
14081,497,3,6522.84
14082,198,1,24.28
14083,471,3,4975.139999999999
14084,307,9,365.77
14085,432,3,122.52000000000001
14086,161,6,232.53
14087,357,5,580.03
14088,404,3,4983.98
14089,439,4,4067.3199999999997
14090,426,2,188.9
14091,329,11,658.13
14092,295,2,125.9
14093,311,2,68.44
14094,430,1,24.28
14095,445,4,3763.33
14096,161,12,665.82
14097,340,2,125.9
14098,444,4,3908.17
14099,289,5,266.85
14100,206,5,324.31
14101,321,7,7617.09
14102,333,6,6651.37
14103,295,7,7396.62
14104,455,4,4054.06
14105,445,4,3705.9700000000003
14106,428,5,4815.88
14107,468,4,3622.0
14108,448,2,1855.24
14109,319,2,2985.0699999999997
14110,433,4,3622.0
14111,334,2,170.1
14112,392,5,11540.84
14113,419,1,24.28
14114,153,2,188.9
14115,386,3,6182.459999999999
14116,374,3,6225.98
14117,382,4,8902.21
14118,285,4,10478.34
14119,245,7,482.68999999999994
14120,368,5,11609.359999999999
14121,387,4,8793.82
14122,440,2,68.44
14123,350,3,100.06
14124,228,2,63.63
14125,502,2,4168.5
14126,214,6,449.31000000000006
14127,476,4,8100.18
14128,482,5,10090.029999999999
14129,441,2,4143.84
14130,428,5,10065.369999999999
14131,457,3,6125.41
14132,417,3,6142.75
14133,421,4,7949.37
14134,423,4,8184.72
14135,438,3,288.27
14136,403,4,318.0
14137,366,3,5765.02
14138,392,5,7781.46
14139,369,3,5765.02
14140,362,3,5765.02
14141,340,5,6410.3
14142,244,2,65.14
14143,164,6,442.71
14144,248,2,125.9
14145,509,2,53.62
14146,257,8,17061.27
14147,327,3,5765.02
14148,326,4,6700.33
14149,311,3,5809.22
14150,271,5,10865.34
14151,287,2,188.9
14152,340,2,159.04
14153,415,3,162.32999999999998
14154,310,6,7031.92
14155,268,3,9291.1
14156,228,5,723.44
14157,245,4,8207.86
14158,253,5,14555.18
14159,260,4,11750.71
14160,264,8,15035.72
14161,239,7,17694.31
14162,193,7,13552.3
14163,208,7,12070.22
14164,207,7,15559.56
14165,265,4,11685.46
14166,501,2,159.04
14167,327,4,6700.33
14168,156,4,318.0
14169,316,3,4510.9400000000005
14170,333,4,5512.55
14171,200,10,18085.41
14172,285,6,251.04
14173,401,3,128.88
14174,493,3,128.88
14175,168,7,601.8100000000001
14176,385,4,537.32
14177,204,4,206.96
14178,218,3,287.01
14179,167,3,237.27
14180,417,1,36.02
14181,367,5,14566.529999999999
14182,301,1,36.02
14183,338,5,14436.08
14184,336,6,348.84
14185,334,13,34859.74
14186,322,10,27067.25
14187,205,2,80.86
14188,345,1,36.02
14189,385,4,11863.68
14190,349,2,80.86
14191,350,5,14342.05
14192,331,10,26464.15
14193,403,2,80.86
14194,276,7,670.43
14195,330,7,19607.36
14196,173,6,457.26
14197,265,3,354.96
14198,388,7,19784.96
14199,310,6,394.26
14200,275,10,26413.1
14201,228,1,36.02
14202,428,1,36.02
14203,303,9,24001.86
14204,518,3,237.27
14205,468,1,36.02
14206,172,3,519.09
14207,378,6,17136.64
14208,347,7,454.4
14209,232,4,247.44
14210,306,5,11371.73
14211,329,7,15532.53
14212,387,4,162.18
14213,231,4,190.62
14214,330,7,12622.36
14215,334,8,18103.739999999998
14216,331,5,10230.89
14217,361,5,450.63
14218,316,9,18188.53
14219,307,8,19927.49
14220,314,9,18310.35
14221,306,4,162.18
14222,198,4,162.18
14223,378,5,523.51
14224,332,5,10158.61
14225,308,5,10120.39
14226,297,6,14106.55
14227,200,4,270.6
14228,173,2,82.84
14229,236,2,82.84
14230,277,7,11970.58
14231,340,3,157.95
14232,414,3,115.50999999999999
14233,339,3,119.27000000000001
14234,281,6,12895.84
14235,259,8,15677.259999999998
14236,247,7,15568.27
14237,323,5,233.99
14238,253,7,15386.67
14239,393,2,3641.44
14240,368,6,14315.429999999998
14241,334,3,281.49
14242,392,4,8898.91
14243,450,2,159.04
14244,192,5,281.63
14245,516,2,125.9
14246,485,2,159.04
14247,171,3,270.03000000000003
14248,279,2,125.9
14249,396,3,319.74
14250,304,2,68.44
14251,236,2,159.04
14252,192,3,319.74
14253,384,6,14334.83
14254,363,3,270.03000000000003
14255,384,4,8993.41
14256,385,3,6281.219999999999
14257,315,2,188.9
14258,157,3,268.38
14259,289,4,4939.78
14260,302,6,6911.21
14261,226,5,10230.89
14262,205,6,12807.96
14263,201,5,10217.630000000001
14264,300,7,14535.130000000001
14265,176,9,454.57
14266,488,2,125.9
14267,261,4,7025.95
14268,246,3,4941.98
14269,280,2,188.9
14270,415,4,3736.78
14271,479,1,24.28
14272,262,5,8906.6
14273,297,2,159.04
14274,183,6,340.44
14275,277,6,11741.240000000002
14276,305,11,20000.9
14277,297,5,7522.129999999999
14278,310,5,618.63
14279,279,7,14255.43
14280,436,2,125.9
14281,289,7,18408.42
14282,172,9,443.55
14283,403,3,2872.3199999999997
14284,406,2,1955.76
14285,419,3,2883.38
14286,300,7,11094.55
14287,305,4,8277.98
14288,378,4,8898.91
14289,383,5,11609.359999999999
14290,372,4,8985.1
14291,318,8,855.0400000000001
14292,369,4,8793.82
14293,316,2,102.68
14294,431,3,270.03000000000003
14295,398,2,125.9
14296,398,4,203.08
14297,367,4,8845.93
14298,374,5,11559.76
14299,298,3,5645.16
14300,275,8,17264.39
14301,282,4,6512.95
14302,293,5,10823.07
14303,283,5,5887.23
14304,252,4,4832.45
14305,268,7,7589.99
14306,272,6,6819.6
14307,350,5,288.15
14308,297,7,12511.89
14309,238,3,192.20999999999998
14310,288,9,16120.11
14311,323,5,376.64
14312,330,4,219.38
14313,221,7,562.24
14314,325,5,342.38
14315,268,5,281.36
14316,248,10,11009.37
14317,234,4,158.88
14318,309,5,376.64
14319,207,5,376.64
14320,285,6,1226.28
14321,156,3,115.50999999999999
14322,294,3,5648.12
14323,279,7,14509.89
14324,287,4,6518.13
14325,255,7,10905.15
14326,260,8,13531.32
14327,224,3,106.80000000000001
14328,270,15,1052.38
14329,518,4,406.4
14330,412,4,3565.84
14331,280,2,125.9
14332,304,6,184.26
14333,215,3,270.03000000000003
14334,414,4,3918.13
14335,397,3,2883.38
14336,412,4,4067.3199999999997
14337,413,6,5606.73
14338,409,5,4578.75
14339,503,4,318.0
14340,176,1,24.28
14341,159,14,976.2299999999999
14342,406,3,2883.38
14343,425,3,2960.7200000000003
14344,190,5,351.22
14345,195,5,5897.19
14346,211,3,3959.4799999999996
14347,349,4,5036.94
14348,342,5,6346.27
14349,292,2,125.9
14350,285,4,318.0
14351,467,2,125.9
14352,355,2,188.9
14353,451,8,410.53
14354,243,3,4983.98
14355,412,3,2883.38
14356,389,4,8902.21
14357,384,5,11436.199999999999
14358,336,4,203.08
14359,228,8,762.12
14360,249,2,188.9
14361,175,3,354.57
14362,413,4,3908.17
14363,225,9,774.0600000000001
14364,380,4,4067.3199999999997
14365,368,3,2883.38
14366,368,4,4080.49
14367,386,3,2960.7200000000003
14368,167,2,188.9
14369,359,2,102.68
14370,340,6,317.66999999999996
14371,177,6,284.05
14372,384,2,53.62
14373,374,2,167.88
14374,395,5,11546.68
14375,363,2,88.34
14376,335,2,159.04
14377,389,2,3669.06
14378,394,5,4681.08
14379,395,4,3938.02
14380,370,3,6254.74
14381,378,3,6254.719999999999
14382,383,5,11596.199999999999
14383,323,2,125.9
14384,267,3,311.49
14385,374,3,2823.62
14386,372,5,5162.84
14387,424,4,3971.16
14388,398,3,270.03000000000003
14389,243,2,16.08
14390,239,2,88.34
14391,279,1,24.28
14392,336,2,3641.44
14393,274,2,70.64
14394,343,4,8876.68
14395,256,3,319.74
14396,348,3,255.12
14397,156,2,88.34
14398,368,3,2883.38
14399,444,1,5.51
14400,351,5,11523.24
14401,404,3,50.46
14402,181,2,88.34
14403,199,2,16.08
